0     -0.0016224     -0.0290358
1     -0.0022728     -0.0273925
2     -0.0007513     -0.0295192
3     -0.0000884     -0.0276771
4     -0.0001339     -0.0275626
5     -0.0009738     -0.0293210
6     -0.0010201     -0.0295272
7     -0.0003691     -0.0280065
8     -0.0012463     -0.0291135
9     -0.0015060     -0.0274937
10     -0.0006015     -0.0286821
11     -0.0006697     -0.0275574
12     -0.0026539     -0.0270752
13     -0.0013835     -0.0271434
14     -0.0002650     -0.0288416
15     -0.0032215     -0.0285630
16     -0.0007308     -0.0280078
17     -0.0021129     -0.0284786
18      0.0004463     -0.0283431
19     -0.0006342     -0.0277356
20      0.0052356     -0.0388356
21      0.0054881     -0.0396082
22      0.0060182     -0.0392228
23      0.0056758     -0.0390109
24      0.0067670     -0.0399360
25      0.0070187     -0.0397535
26      0.0070466     -0.0408276
27      0.0055986     -0.0399798
28      0.0057893     -0.0391132
29      0.0078754     -0.0397932
30      0.0065445     -0.0396617
31      0.0078445     -0.0386965
32      0.0072409     -0.0397919
33      0.0063883     -0.0382832
34      0.0060143     -0.0409769
35      0.0080110     -0.0389985
36      0.0073143     -0.0395815
37      0.0059379     -0.0401766
38      0.0070415     -0.0390538
39      0.0060942     -0.0391625
40     -0.0363877     -0.0091868
41     -0.0351642     -0.0096008
42     -0.0363210     -0.0093123
43     -0.0366807     -0.0091818
44     -0.0354933     -0.0082682
45     -0.0351378     -0.0075794
46     -0.0364442     -0.0093119
47     -0.0359967     -0.0071123
48     -0.0346081     -0.0086578
49     -0.0358425     -0.0083157
50     -0.0355137     -0.0076404
51     -0.0356470     -0.0093124
52     -0.0354620     -0.0074778
53     -0.0362563     -0.0084118
54     -0.0341821     -0.0096017
55     -0.0358363     -0.0087476
56     -0.0364775     -0.0068927
57     -0.0345791     -0.0086231
58     -0.0343360     -0.0085609
59     -0.0360296     -0.0100235
60     -0.0004166     -0.0300965
61      0.0006131     -0.0299347
62     -0.0000380     -0.0313047
63     -0.0010161     -0.0295966
64      0.0006942     -0.0307299
65     -0.0001589     -0.0304610
66      0.0000571     -0.0303383
67     -0.0001501     -0.0297824
68     -0.0001244     -0.0308519
69     -0.0005135     -0.0302115
70      0.0008936     -0.0305850
71      0.0007883     -0.0305185
72     -0.0008438     -0.0311171
73      0.0001469     -0.0316460
74      0.0001784     -0.0303700
75     -0.0009543     -0.0321199
76     -0.0005086     -0.0303441
77     -0.0008860     -0.0297015
78      0.0006189     -0.0307617
79      0.0007016     -0.0321549
80     -0.0205894     -0.0392354
81     -0.0232673     -0.0391179
82     -0.0219036     -0.0383309
83     -0.0226228     -0.0375681
84     -0.0219038     -0.0374349
85     -0.0228208     -0.0393114
86     -0.0213771     -0.0394324
87     -0.0210616     -0.0374270
88     -0.0210608     -0.0366852
89     -0.0209670     -0.0388794
90     -0.0232852     -0.0382651
91     -0.0238156     -0.0395628
92     -0.0230126     -0.0402932
93     -0.0220106     -0.0391116
94     -0.0235395     -0.0388807
95     -0.0214053     -0.0372158
96     -0.0218882     -0.0389294
97     -0.0216432     -0.0374872
98     -0.0232492     -0.0388241
99     -0.0209855     -0.0385603
100     -0.0409196     -0.0038229
101     -0.0407720     -0.0031606
102     -0.0388246     -0.0038038
103     -0.0391509     -0.0015140
104     -0.0401268     -0.0022353
105     -0.0384061     -0.0034476
106     -0.0380588     -0.0037765
107     -0.0402190     -0.0021186
108     -0.0404644     -0.0024842
109     -0.0384109     -0.0032552
110     -0.0392170     -0.0020951
111     -0.0387282     -0.0030677
112     -0.0385819     -0.0039149
113     -0.0394823     -0.0014494
114     -0.0392014     -0.0023261
115     -0.0404348     -0.0026458
116     -0.0402048     -0.0030838
117     -0.0404784     -0.0027042
118     -0.0382821     -0.0044069
119     -0.0388449     -0.0030951
120      0.0116055      0.0302972
121      0.0096621      0.0286724
122      0.0102619      0.0301376
123      0.0113138      0.0289700
124      0.0110132      0.0287000
125      0.0119886      0.0302762
126      0.0103660      0.0291358
127      0.0098649      0.0287974
128      0.0105015      0.0289426
129      0.0103878      0.0288604
130      0.0112118      0.0277882
131      0.0114218      0.0303186
132      0.0117972      0.0289319
133      0.0103154      0.0306043
134      0.0124076      0.0280721
135      0.0116825      0.0309169
136      0.0109546      0.0296021
137      0.0116566      0.0287094
138      0.0103787      0.0290242
139      0.0106124      0.0299541
140     -0.0213446      0.0236123
141     -0.0242165      0.0225754
142     -0.0230017      0.0242870
143     -0.0222492      0.0250760
144     -0.0216838      0.0238993
145     -0.0228460      0.0251889
146     -0.0223548      0.0244809
147     -0.0211980      0.0231783
148     -0.0222329      0.0237020
149     -0.0220963      0.0243832
150     -0.0227313      0.0230027
151     -0.0211872      0.0238497
